sample	heldout	roleA	roleB	training	mean_wup	max_wup	row_overlap	unique_overlap	f1	role_min_f1
953	54|70|71|110	54|110	70|71	130|128|126|108|142|141|117|113|134|40|123|106|33|136|125|143|45|21|109|5	0.27795	0.666667	0.962692	0.91046	0.984655	0.983666
954	15|47|96|103	15|103	47|96	88|77|22|54|104|119|63|33|3|48|42|0|106|129|127|126|125|82|141|1	0.238195	0.8	0.969958	0.922522	0.988697	0.985523
955	70|71|96|109	70|71	96|109	32|75|110|108|31|119|129|136|15|120|123|0|125|21|83|105|11|79|63|22	0.269557	0.666667	0.959222	0.915001	0.984006	0.982252
956	103|109|125|126	103|109	125|126	104|32|123|22|130|71|121|1|113|127|15|53|55|7|77|58|83|142|73|129	0.232826	0.666667	0.935358	0.860168	0.972599	0.968766
957	31|47|54|103	31|54	47|103	55|95|143|81|104|120|109|71|32|136|121|127|96|128|126|42|142|28|12|107	0.234719	0.8	0.973013	0.925651	0.989843	0.987616
958	15|55|96|109	15|96	55|109	53|103|70|71|119|126|134|117|113|141|11|130|104|123|4|107|138|142|63|129	0.26175	0.666667	0.978568	0.943385	0.991668	0.989592
959	47|103|125|126	47|103	125|126	139|42|83|82|123|134|121|75|109|4|55|63|117|22|45|108|106|0|79|141	0.238574	0.8	0.961179	0.906425	0.984374	0.980393
960	35|48|96|126	35|96	48|126	143|113|0|138|142|54|21|73|104|125|120|128|45|63|15|109|77|11|114|12	0.245285	0.75	0.982055	0.948865	0.992826	0.990122
961	15|55|70|110	15|70	55|110	5|108|40|3|96|45|123|53|126|31|139|48|63|1|143|125|32|58|141|82	0.257068	0.571429	0.966219	0.928989	0.985804	0.983621
962	35|54|71|125	35|71	54|125	126|5|132|105|109|110|136|58|138|139|48|123|42|1|63|73|108|88|49|53	0.252045	0.875	0.986169	0.958687	0.994375	0.991847
963	35|47|96|110	35|96	47|110	113|136|114|4|95|141|125|75|42|31|139|45|116|128|88|105|143|103|117|121	0.23462	0.8	0.941743	0.869079	0.977431	0.969344
964	15|35|47|109	15|109	35|47	108|55|81|136|82|70|129|73|22|125|139|126|107|127|53|119|40|33|49|7	0.255869	0.666667	0.975156	0.932687	0.991265	0.988051
965	48|55|110|126	48|126	55|110	106|108|45|21|49|120|109|1|81|3|127|54|79|105|15|42|136|142|107|31	0.259702	0.727273	0.981118	0.94881	0.992583	0.992001
966	35|48|54|110	35|54	48|110	114|125|138|75|42|21|71|88|70|22|126|136|81|113|0|116|95|32|40|77	0.265559	0.666667	0.98096	0.94512	0.992209	0.991856
967	35|96|110|125	35|125	96|110	48|28|107|128|3|12|120|45|105|54|15|142|7|55|130|5|127|129|32|117	0.2624	0.75	0.986523	0.958973	0.994706	0.989869
968	15|54|55|71	15|55	54|71	45|77|11|79|32|35|96|142|40|21|128|12|0|114|73|81|88|143|75|106	0.254348	0.666667	0.97541	0.936454	0.990526	0.987463
969	35|47|48|125	35|125	47|48	117|110|79|88|71|75|96|127|28|113|121|119|126|15|108|70|141|81|83|73	0.262388	0.75	0.982106	0.955028	0.993698	0.989793
970	15|35|47|109	15|47	35|109	54|128|73|95|116|42|129|45|77|83|96|53|70|108|28|31|141|121|5|103	0.25562	0.8	0.978892	0.941842	0.992158	0.987314
971	31|35|55|110	31|35	55|110	77|126|134|114|7|109|138|139|116|125|1|95|28|88|132|117|104|127|105|11	0.223916	0.666667	0.975762	0.936139	0.9899	0.983469
972	31|70|109|110	31|110	70|109	117|3|71|114|73|32|28|106|138|142|141|136|21|63|125|123|107|95|15|47	0.261838	0.571429	0.977457	0.942195	0.990871	0.989654
973	47|55|110|126	47|55	110|126	96|35|42|54|132|70|88|4|53|32|109|134|45|0|75|107|136|7|28|142	0.251103	0.8	0.965296	0.912877	0.985513	0.983837
974	15|54|55|103	15|103	54|55	63|53|127|49|114|126|4|12|35|7|107|123|22|96|48|106|109|136|0|95	0.247038	0.615385	0.976193	0.938793	0.989763	0.983898
975	35|96|109|126	35|96	109|126	120|4|48|104|142|21|31|22|28|105|15|58|7|134|117|53|110|106|116|32	0.258158	0.75	0.965223	0.919396	0.986027	0.983609
976	54|55|70|109	54|55	70|109	45|33|106|7|110|81|138|49|130|123|139|126|71|120|121|32|4|28|105|15	0.256898	0.5	0.951972	0.909239	0.979691	0.977578
977	15|31|55|125	15|55	31|125	75|106|28|54|33|73|108|113|127|79|49|12|47|83|53|3|77|58|138|96	0.248454	0.875	0.984685	0.959575	0.994012	0.991882
978	96|103|109|110	96|110	103|109	95|22|121|136|15|141|107|142|132|47|83|63|28|126|127|40|81|77|114|138	0.252995	0.571429	0.982691	0.955702	0.993605	0.992534
979	31|48|54|71	31|48	54|71	119|143|58|134|109|138|130|126|142|128|127|42|11|73|12|96|3|79|32|77	0.260172	0.727273	0.984633	0.957525	0.993834	0.992573
980	47|70|96|125	47|125	70|96	83|58|127|116|7|110|129|42|134|103|139|0|22|55|33|4|53|35|104|106	0.230686	0.8	0.940995	0.884142	0.975324	0.973073
981	47|48|70|103	47|70	48|103	134|106|123|104|63|58|88|110|129|128|45|109|12|11|49|143|105|120|132|4	0.235408	0.666667	0.954364	0.894529	0.981361	0.972328
982	35|47|96|103	35|103	47|96	134|3|83|141|1|32|143|42|110|75|31|58|11|70|7|55|53|120|119|15	0.240166	0.8	0.975606	0.93613	0.990514	0.985576
983	35|55|103|126	35|103	55|126	143|3|117|47|79|40|42|12|113|54|81|28|128|88|70|22|83|48|11|108	0.246504	0.666667	0.987713	0.965646	0.994316	0.991132
984	35|96|103|109	35|103	96|109	88|116|105|83|123|106|54|77|71|32|126|119|48|142|110|11|113|114|82|28	0.264834	0.727273	0.992281	0.978648	0.996839	0.995495
985	54|70|125|126	54|126	70|125	104|0|63|95|110|142|40|7|123|81|45|132|139|127|143|22|119|136|49|42	0.251226	0.875	0.919398	0.847189	0.96385	0.955612
986	47|96|109|125	47|109	96|125	119|35|4|143|48|0|123|83|42|106|77|132|139|117|79|121|7|31|53|1	0.246447	0.8	0.945784	0.882953	0.978209	0.970266
987	35|54|55|126	35|55	54|126	53|120|58|28|96|106|70|107|40|4|42|95|11|123|141|73|108|83|45|1	0.258039	0.75	0.976361	0.933942	0.989844	0.986465
988	35|55|70|126	35|55	70|126	142|128|5|54|28|113|31|40|105|114|79|129|42|7|48|12|127|22|121|138	0.24713	0.75	0.973195	0.927391	0.988452	0.986505
989	31|103|110|125	31|110	103|125	63|81|139|107|79|32|3|88|128|121|109|82|108|15|142|7|127|83|21|12	0.234065	0.571429	0.975297	0.937313	0.990432	0.987304
990	31|47|48|103	31|48	47|103	70|32|4|88|126|49|114|77|130|110|55|75|120|132|129|136|83|117|42|141	0.241196	0.8	0.980936	0.944683	0.993397	0.989451
991	47|54|70|110	47|110	54|70	127|107|121|77|129|42|143|71|142|15|88|139|123|48|104|82|103|53|136|125	0.256792	0.8	0.93477	0.87442	0.971665	0.970765
992	48|55|70|110	48|70	55|110	130|129|82|95|7|28|134|126|141|139|54|40|45|11|123|77|35|31|47|42	0.251595	0.666667	0.983609	0.960065	0.993179	0.990081
993	54|70|96|109	54|96	70|109	49|119|4|88|120|132|95|129|121|110|42|127|5|21|142|7|139|103|0|123	0.267217	0.666667	0.932274	0.887472	0.971544	0.971382
994	47|48|70|126	47|48	70|126	1|116|104|58|134|0|138|127|108|132|121|81|40|31|53|117|3|75|28|95	0.263503	0.727273	0.938787	0.865648	0.976792	0.975752
995	31|103|109|126	31|103	109|126	63|128|21|3|143|1|0|105|108|142|113|48|71|35|73|123|127|82|22|117	0.235676	0.666667	0.921085	0.856936	0.96363	0.959729
996	47|71|109|126	47|71	109|126	121|77|3|1|139|45|129|107|63|110|40|4|108|73|12|81|132|136|119|15	0.247043	0.615385	0.915081	0.831612	0.962614	0.960356
997	35|47|55|103	35|55	47|103	123|31|119|96|3|48|63|54|75|32|28|1|70|5|139|143|71|116|142|42	0.237736	0.8	0.979154	0.940849	0.991754	0.990329
998	15|48|54|110	15|48	54|110	108|5|116|126|120|81|103|141|82|119|125|4|31|58|42|109|79|7|88|104	0.270992	0.727273	0.984962	0.958117	0.99439	0.992386
999	15|35|54|96	15|54	35|96	126|73|33|128|47|0|31|4|138|116|28|45|21|79|125|75|110|104|121|108	0.25723	0.75	0.983968	0.956644	0.993796	0.991415
